id,title,isbn,language_code,num_pages,pub_year,total_copies,in_stock
40226,Angels: Celestial Spirits in Legend & Art,9781567996036,en-US,128,11/1/1997,4,2
40259,World Atlas of Great Apes and their Conservation,9780520246331,en-GB,456,11/1/2005,5,2
40260,The Great Ape Project: Equality Beyond Humanity,9780312118181,en-US,312,12/15/1994,20,6
40262,Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,9780395515976,eng,280,3/18/1991,13,1
40264,The Nature of Play: Great Apes and Humans,9781593851170,eng,308,12/6/2004,3,0
40271,Alvin Journeyman (Tales of Alvin Maker  #4),9780312850531,en-US,381,12/1/2005,4,1
40273,Star Trek Voyager Companion,9780743417518,eng,482,5/1/2003,13,5
40276,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),9781563924699,eng,336,12/2/2002,7,3
40277,Evolution (Star Trek Voyager: String Theory  #3),9781416507819,eng,416,2/28/2006,7,2
40281,Masterpieces: The Best Science Fiction of the Twentieth Century,9780441011339,eng,422,3/2/2004,7,7
40284,Earthborn (Homecoming Saga #5),9780312930400,eng,378,5/1/1995,11,3
40286,First Meetings: In the Enderverse,9781841493114,en-GB,228,3/1/2013,12,11
40287,Wyrms,9780765305602,eng,336,4/5/2003,9,2
40289,The Abyss,9780099690603,eng,363,10/5/1989,7,3
40291,Shadow Puppets (Shadow Series  #3),9780641573040,eng,345,8/19/2002,20,3
40293,Pastwatch: The Redemption of Christopher Columbus,9780812508642,en-US,402,3/1/2016,6,0
40295,This Is the Way the World Ends,9780156002080,eng,319,4/24/1995,7,7
40296,Galapagos: World's End,9780486256429,en-US,528,5/1/1988,1,1
40297,The Well At The World's End: Volume I,9781587150883,en-US,332,3/20/2000,10,0
40299,The Well at the World's End: Volume II,9781587150890,eng,252,3/20/2000,6,3
40303,Lost Boys,9780517125779,eng,448,7/10/1994,13,9
40304,The Worthing Saga (Worthing  #1-3),9780812533316,eng,463,12/15/1992,2,1
40312,The Rocky Road to Romance (Elsie Hawkins #4),9780060598891,eng,249,11/29/2011,3,3
40314,Love Overboard,9780060598846,eng,244,2/1/2005,18,12
40318,Back to the Bedroom (Elsie Hawkins #1),9780060598853,eng,234,2/25/2014,3,3
40326,More Plums in One (Stephanie Plum  #4-6),9780312362966,en-US,792,4/3/2007,10,8
40328,Full Blast (Full #4),9780312983307,eng,344,4/19/2004,2,1
40329,Metro Girl (Alex Barnaby  #1),9780060584023,eng,374,9/27/2005,15,10
40331,To the Nines (Stephanie Plum  #9),9780747267638,eng,320,6/5/2004,12,3
40335,Full Speed (Full  #3),9780755301973,eng,344,11/3/2003,2,1
40338,Love Overboard,9780060736958,eng,5,1/25/2005,4,3
40339,The Rocky Road to Romance (Elsie Hawkins  #4),9780060738259,eng,5,8/31/2004,5,2
40342,Two for the Dough (Stephanie Plum  #2),9780312948962,en-US,325,6/29/2007,15,14
40343,The Full Box (Full  #1-4),9781593979263,eng,0,2/16/2016,2,1
40347,Hard Eight (Stephanie Plum  #8),9780747267621,eng,339,6/23/2003,16,13
40359,Hot Six (Stephanie Plum  #6),9780330371247,eng,324,6/1/2001,12,11
40360,Metro Girl (Alex Barnaby  #1),9780061126529,eng,6,7/25/2006,14,12
40361,Martian Time-Slip,9781857988376,eng,226,7/8/1999,1,1
40364,The Martians (Mars Trilogy  #3.5),9780553574012,eng,434,10/3/2000,9,2
40372,Pirates of Venus (Venus  #1),9780803261839,eng,179,9/1/2001,11,11
40376,Swords of Mars (Barsoom  #8),9780345329561,eng,191,7/12/1979,18,11
40378,The Chessmen of Mars (Barsoom #5),9781400130214,eng,0,1/1/2005,18,15
40379,The Warlord of Mars (Barsoom  #3),9781400130221,eng,6,2/1/2001,1,0
40384,Synthetic Men of Mars (Barsoom  #9),9780345339300,eng,160,1/12/1980,15,3
40385,The Master Mind of Mars (Barsoom #6),9780345334244,eng,160,4/12/1979,13,2
40386,A Fighting Man of Mars (Barsoom  #7),9780345345110,eng,239,10/12/1984,19,17
40387,Thuvia  Maid of Mars (Barsoom  #4),9780345339935,eng,160,7/12/1986,3,2
40388,John Carter of Mars (Barsoom #11),9780345329554,eng,167,7/12/1985,16,10
40395,A Princess of Mars (Barsoom  #1),9780143104889,eng,186,1/30/2007,6,6
40421,Escape on Venus (Venus  #4),9780345370112,eng,246,6/15/1991,1,1
40424,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,9780517659571,eng,848,11/30/1988,14,5
40425,Tarzan of the Apes (Tarzan  #1),9780809599813,eng,324,9/1/2003,19,15
40436,The Five People You Meet in Heaven,9780751536829,eng,229,9/2/2005,2,1
40437,Murder in the Bastille (Aimee Leduc Investigations  #4),9781569473641,en-US,276,4/1/2004,18,9
40440,The Thirteenth Tale,9780743298025,eng,406,9/12/2006,8,6
40450,Market Forces,9780345457745,eng,464,3/1/2005,5,5
40451,Black Widow: The Things They Say About Her,9780785117681,eng,144,6/7/2006,19,15
40452,Black Widow: Homecoming,9780785114932,eng,144,5/11/2005,11,6
40459,Ragtime,9780553135428,eng,369,3/1/1977,17,2
40460,Ragtime in Simla (Joe Sandilands  #2),9780385339728,en-US,368,7/25/2006,6,3
40465,Thank You for Smoking,9780812976526,eng,272,2/14/2006,16,10
40468,The Crossing,9780517168950,eng,425,4/28/1996,9,2
40470,Cities of the Plain (The Border Trilogy  #3),9780679747192,eng,292,5/25/1999,15,10
40473,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,9780451213235,en-US,776,9/7/2004,19,1
40478,The Agony and the Ecstasy,9780099416272,eng,777,1/1/1991,19,7
40482,Harvest,9780671553029,eng,368,8/1/1997,1,0
40483,Story of O (Story of O #1),9780345301116,eng,199,5/12/1981,7,6
40484,Story of O,9781562010355,eng,224,5/8/1998,20,14
40485,The O. Henry Prize Stories 2003,9781400031313,eng,384,9/9/2003,5,1
40487,The Illustrated Story Of O,9780312266059,eng,160,9/20/2001,13,13
40490,The Valley of Vision: A Collection of Puritan Prayers and Devotions,9780851512280,eng,223,11/1/1975,4,4
40491,Valley Of Silence (Circle Trilogy  #3),9780515141672,eng,318,11/1/2006,20,2
40492,Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,9780596007195,en-US,291,12/16/2004,14,0
40493,The Valley of Horses (Earth's Children  #2),9780553381665,en-US,544,6/25/2002,20,9
40496,How Green Was My Valley,9780141185859,eng,448,6/28/2001,5,3
40502,Once A Warrior King: Memories of an Officer in Vietnam,9780345479075,en-US,352,7/12/1986,9,8
40504,Once a Warrior (Warriors  #1),9780553574227,eng,384,3/31/1997,13,13
40526,Time and Again (Time  #1),9780575073609,eng,399,5/1/2012,6,5
40528,Time and Again (Time Travel #1-2),9780373285334,eng,505,3/28/2006,3,2
40530,Time and Again: Time Was / Times Change,9780373484416,eng,505,8/24/2001,14,7
40531,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,9780060609177,en-US,160,4/7/2015,5,2
40532,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,9780060609191,en-US,321,4/7/2015,12,12
40536,The Complete Idiot's Guide to Business Plans,9781592574001,eng,314,10/4/2005,7,2
40540,PHP and MySQL Web Development (Developer's Library),752063326725,en-US,1008,10/1/2004,16,6
40543,Beginning PHP and MySQL 5: From Novice to Professional,9781590595527,en-US,913,10/1/2005,14,5
40549,PHP & MySQL For Dummies,9780470096000,eng,436,12/1/2006,15,8
40551,PHP and MySQL for Dummies,9780764555893,en-US,456,4/9/2004,18,12
40573,Graphic Design Now,9783822847787,eng,349,11/1/2005,9,6
40582,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,9780700614523,eng,161,4/20/2006,14,6
40597,My Dirty Thirties: Romantic Hedonism,9781932420340,eng,144,7/1/2004,18,15
40604,The Life and Opinions of Tristram Shandy  Gentleman,9780375761195,eng,704,9/21/2004,18,10
40609,La fortaleza digital,9788489367012,spa,440,2/1/2006,10,1
40620,The United States of Europe: The New Superpower and the End of American Supremacy,9780143036081,en-US,320,11/1/2005,13,13
40622,Europe on a Shoestring,9781741045918,eng,1284,3/1/2007,7,3
40625,Europe and the People Without History,9780520048980,eng,534,12/3/1982,3,1
40626,A History of Modern Europe  Volume 2: From the French Revolution to the Present,9780393924954,en-US,1040,2/1/2004,6,5
40630,How Europe Underdeveloped Africa,9780882580968,eng,312,1/1/1981,7,1
40631,Europe: A History,9780060974688,eng,1392,1/20/1998,4,4
40636,The Basketball Diaries,9780140249996,eng,224,4/1/1995,19,13
40640,The Basketball Diaries and the Book of Nods,9780571148431,eng,320,5/26/1987,8,0
40646,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,9780802431486,eng,224,9/1/2005,19,2
40663,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,9780306808913,eng,288,5/7/1999,13,13
40664,In the Hand of Dante,9780316735643,en-US,384,9/1/2003,15,12
40694,Ray Bradbury's Fahrenheit 451,9780791059296,eng,147,12/31/2001,3,3
40700,Schott's Original Miscellany,9781582343495,eng,158,8/4/2003,11,8
40706,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,9780316773782,en-US,260,1/1/1998,1,1
40710,Blowback (Scot Harvath  #4),9781416505419,eng,575,6/1/2006,14,14
40718,The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,9780805077971,en-US,389,4/1/2005,9,4
40763,Bouvard and Pecuchet,9781564783936,eng,328,3/28/2006,15,0
40789,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,9780805078916,eng,383,5/30/2006,17,2
40790,Thirteen Moons on Turtle's Back,9780698115842,en-US,32,8/25/1997,17,16
40792,One Tiny Turtle,9780763623111,eng,32,6/14/2005,11,2
40795,Turtle Island,9780811205467,eng,112,1/17/1974,17,7
40798,Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,9780262680936,eng,184,1/22/1997,1,1
40806,Turtle Moon,9780099429166,eng,275,4/4/2002,4,2
40807,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,9780764122781,eng,46,2/1/2003,11,9
40816,Turtles & Tortoises for Dummies,9780764553134,eng,328,3/15/2001,11,10
40821,The Turtle and the Monkey,9780395544259,eng,32,9/24/1990,7,3
40833,Turtle Diary,9780747548317,eng,182,9/4/2000,17,13
40836,Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,9781929610259,eng,208,9/1/2002,5,0
40859,Inside Himalaya,9780297843702,en-GB,200,1/31/2005,7,5
40863,Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,9781882647002,eng,503,8/1/1993,17,5
40868,The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,9780312853020,eng,446,4/15/1997,13,2
40870,Lurulu,9780312872793,en-US,204,2/6/2007,6,3
40877,Lyonesse: Suldrun's Garden (Lyonesse  #1),9780425058732,eng,436,4/1/1983,14,12
40880,Jack Vance: Critical Appreciations and a Bibliography,9780712311021,eng,232,1/1/2000,11,11
40884,Galactic Effectuator,9780441272327,eng,219,11/1/1981,3,0
40888,The SFWA Grand Masters 3,9780312868772,eng,448,6/23/2001,13,4
40889,The Languages of Pao,9780743487146,en-GB,224,8/1/2004,20,12
40891,The Last Castle,9780425084786,eng,115,1/1/1986,17,17
40893,Madouc (Lyonesse  #3),9780441505326,eng,426,8/1/1991,6,4
40894,Ports of Call,9780312864743,eng,300,1/15/1999,19,6
40911,The Demon Princes  Volume Two: The Face  The Book of Dreams,9780312865764,eng,397,8/15/1997,20,19
40912,The Green Pearl (Lyonesse  #2),9780441303168,eng,407,6/15/1987,5,1
40913,The Last Castle/Nightwings (Tor Double Novel #15),9780812501940,eng,182,12/1/1989,4,1
40914,The Many Worlds of Magnus Ridolph,9780879975319,eng,174,4/1/1980,18,17
40919,Big Dead Place: Inside the Strange and Menacing World of Antarctica,9780922915996,eng,260,6/1/2005,4,4
40922,Best Science Fiction Stories of Clifford D. Simak,9780446658089,eng,253,6/1/1972,1,1
40923,Theodore Rex,9780812966008,eng,555,10/1/2002,12,12
40928,Oedipus Tyrannus,9780393098747,eng,272,7/1/1970,2,2
40929,The Rise of Theodore Roosevelt,9780375756788,eng,780,11/20/2001,1,1
40941,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,9780812967883,eng,672,8/10/2004,1,0
40951,A History of the Life Sciences,9780824708245,en-US,514,8/13/2002,4,0
40958,The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,9780385499842,eng,320,1/16/2001,20,14
40969,Absolute Trust in the Goodness of the Earth: New Poems,9780812971057,en-US,229,3/9/2004,17,13
40989,I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,9781400073474,en-US,224,4/17/2007,15,2
40992,Shadow & Claw (The Book of the New Sun #1-2),9780312890179,eng,413,10/15/1994,17,4
40995,Sword & Citadel (The Book of the New Sun #3-4),9780312890186,eng,411,10/15/1994,6,1
40996,The Wizard (The Wizard Knight #2),9780765350503,eng,587,8/29/2006,17,10
40997,Soldier of Sidon (Latro #3),9780765316646,eng,320,10/31/2006,15,14
41005,The Right Stuff,9781579124588,eng,304,5/1/2005,2,2
41028,Wild Fire (The Hot Zone  #3),9780373274741,eng,250,1/31/2006,15,0
41033,The Best American Mystery Stories 2004,9780618329670,eng,448,10/14/2004,4,2
41044,Day and Night,9780696018824,eng,32,3/1/1989,15,3
41046,Romanticism,9780064300896,eng,416,8/15/1979,10,2
41053,No Cherubs for Melanie,9781550023923,eng,394,10/1/2002,14,2
41054,The Fish Kisser,9780888822406,eng,360,11/1/2001,10,5
41055,Street of the Five Moons (Vicky Bliss  #2),9780380731213,eng,376,3/7/2000,12,1
41069,Stand on Zanzibar,9781857988369,eng,672,8/12/1999,2,1
41070,The Shockwave Rider,9780345467171,eng,288,3/1/1995,18,13
41071,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,9780781723053,eng,400,12/21/1999,17,8
41072,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,9781592441129,en-GB,132,12/1/2002,16,11
41073,Children of the Thunder / The Tides of Time / The Crucible of Time,9780517123102,eng,800,5/3/1995,3,0
41074,The Sheep Look Up,9781932100013,eng,388,5/11/2003,1,1
41081,Entry to Elsewhen,9780879971540,eng,172,2/28/1975,12,1
41085,The Crucible of Time,9780345302359,eng,416,6/12/1984,13,13
41086,Polymath (Zarathustra Refugee Planets  #2),9780879977665,en-US,156,8/28/1982,5,4
41087,Total Eclipse,9780879979119,eng,206,2/7/1984,16,1
41088,Manshape,9780879977641,eng,159,9/28/1982,18,12
41089,Modern Classics of Science Fiction,9780312088477,eng,672,1/15/1993,4,2
41090,The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,9780786719051,en-US,512,1/24/2007,8,6
41091,Unearthly Neighbors,9780517552940,eng,208,9/5/1984,10,10
41092,The Shores of Another Sea (Classics of Modern Science Fiction 3),9780517551868,eng,214,7/25/1984,20,19
41093,Men  Martians and Machines,9780517551851,eng,216,2/1/1984,8,2
41097,What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,9780385490627,eng,560,12/1/1998,9,3
41098,World of Wonders (The Deptford Trilogy  #3),9780143039143,eng,352,2/28/2006,19,14
41103,Wonder of the World,9780822218630,eng,72,12/31/2003,7,2
41105,Worlds of Wonder: How to Write Science Fiction & Fantasy,9781582970073,eng,246,4/1/2004,9,5
41111,Walking the World in Wonder: A Children's Herbal,9780892818785,eng,160,10/1/2000,19,4
41117,Worlds of Wonder,9780575043558,eng,368,11/10/1988,9,9
41120,Sixty Days and Counting (Science in the Capital  #3),9780553803136,eng,388,2/27/2007,11,6
41121,Fifty Degrees Below (Science in the Capital  #2),9780553585810,eng,640,1/30/2007,1,1
41125,The Gold Coast (Three Californias Triptych  #2),9780312890377,eng,400,5/15/1995,5,2
41126,Antarctica,9780553574029,eng,672,7/6/1999,8,4
41128,The Wild Shore (Three Californias Triptych  #1),9780312890360,eng,384,3/15/1995,1,0
41129,Forty Signs of Rain (Science in the Capital #1),9780553585803,en-US,393,7/26/2005,2,0
41130,Pacific Edge (Three Californias Triptych  #3),9780312890384,eng,336,5/15/1995,6,1
41134,The Memory of Whiteness: A Scientific Romance,9780312861438,en-US,352,1/15/1996,6,2
41150,Les Fils des ténèbres,9782253141204,fre,472,10/1/2007,14,11
41154,Secret Identity (Lost  #2),9780786890910,eng,176,1/1/2006,9,1
41179,Miracleman  Book Three: Olympus,9781560600800,eng,328,4/21/2015,16,14
41193,A Thousand Acres,9781400033836,eng,371,12/2/2003,17,2
41203,Mother's Milk,9781890447427,en-US,240,11/9/2006,10,0
41217,From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,9780870744853,eng,256,5/19/2004,5,0
41219,Possession,9780679735908,eng,555,10/1/1991,9,9
41226,The Best American Nonrequired Reading 2004,9780618341238,en-US,407,10/14/2004,18,6
41231,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,9780465014903,en-US,210,3/16/2000,5,2
41232,Culture of Fear Revisited,9780826493958,eng,236,12/26/2006,5,1
41250,GraceLand,9780312425289,en-US,336,1/26/2005,14,7
41258,Raised on Rock: Growing Up at Graceland,9781851588527,eng,192,12/1/1931,13,5
41261,The White Widow,9781891620416,en-US,224,5/19/2000,20,10
41264,The Franklin Affair,9780345468031,eng,208,6/13/2006,18,17
41270,Short List (One-Eyed Mack  #5),9780399136658,eng,224,2/6/1992,20,12
41273,Fine Lines (One-Eyed Mack  #6),9780517164358,eng,0,11/19/1995,16,12
41278,Kick the Can (One-Eyed Mack  #1),9781571780591,eng,223,8/1/1997,5,3
41304,Strangers from a Different Shore: A History of Asian Americans,9780316831307,en-US,640,9/23/1998,18,10
41307,La chute,9780318634876,fre,152,1/11/1999,6,6
41315,Syrup,9780140291872,en-US,304,7/1/2000,7,5
41317,Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,9781580174046,eng,144,9/1/2001,7,5
41329,The Red Tent,9780312427290,en-US,321,8/21/2007,11,11
41330,Metaconcert (Intervention  #2),9780345355249,eng,282,1/13/1989,7,3
41331,Surveillance (Intervention  #1),9780345355232,en-US,368,11/13/1988,12,2
41334,The Adversary (Saga of Pliocene Exile  #4),9780345352446,eng,472,9/12/1987,12,10
41335,Magnificat (Galactic Milieu Trilogy  #3),9780345362490,en-US,432,4/20/2011,8,1
41336,The Sagittarius Whorl (Rampart Worlds #3),9780345395184,eng,384,1/2/2001,5,4
41340,Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),9781591164852,eng,288,10/26/2004,1,1
41342,Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),9781591161301,eng,196,1/7/2004,11,8
41344,Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),9781591165620,eng,288,11/1/2004,20,16
41348,The Echo Maker,9780312426439,en-US,449,8/21/2007,20,10
41361,Afterglow: A Last Conversation With Pauline Kael,9780306812309,eng,134,8/21/2003,9,7
41363,For Keeps: 30 Years at the Movies,9780452273085,eng,1312,9/1/1996,11,8
41369,Hooked: Film Writings 1985-1988,9780714529035,eng,528,7/1/1990,20,12
41371,Flirting With Danger (Samantha Jellicoe  #1),9780060593636,eng,384,3/1/2005,9,1
41376,Flirting with Danger,9780373073160,eng,253,12/1/1989,3,2
41378,Flirting With Danger,9780373118182,eng,188,6/1/1996,19,13
41379,As Nature Made Him: The Boy Who Was Raised as a Girl,9780060929596,eng,320,2/20/2001,8,1
41394,The Serial Killers Club,9780446578424,eng,279,6/22/2006,16,13
41404,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,9780718128821,eng,290,10/1/1990,20,1
41416,Dark Water (Fog Point  #1),9781578569540,en-US,354,4/18/2006,14,9
41423,The Outlaws of Sherwood,9780441013258,eng,368,10/4/2005,14,5
41424,Beauty: A Retelling of the Story of Beauty and the Beast,9780064404778,eng,256,6/30/1993,10,6
41426,Spindle's End,9780552548229,eng,464,4/3/2003,17,6
41430,Imaginary Lands,9780862032807,eng,256,3/26/1987,5,5
41446,Beauty,9780862031435,eng,256,9/29/1983,1,1
41451,The Hero and the Crown (Damar  #2),9780441004997,eng,227,2/1/1985,19,4
41457,Hitty  Her First Hundred Years,9780689822841,eng,256,9/1/1998,5,2
41459,Rachel Field's Hitty: Her First Hundred Years,9780689817168,eng,112,10/1/1999,19,4
41460,Voting Rights Days (Hitty's Travels  #3),9780689849121,eng,75,3/1/2002,20,13
41463,A Christmas Carol (Great Illustrated Classics),9781596792371,eng,238,1/1/2005,2,1
41464,Moon in a Dewdrop: Writings of Zen Master Dogen,9780865471863,eng,356,10/31/1995,9,3
41468,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,9781590301081,eng,120,4/13/2004,14,1
41473,A Green Desire,9780060934637,en-US,576,12/4/2001,12,12
41474,The Big War,9780060934736,en-US,512,12/4/2001,17,14
41485,I Heard That Song Before,9780743264914,eng,318,4/3/2007,3,2
41486,Santa Cruise: A Holiday Mystery at Sea,9781416535522,eng,261,11/14/2006,3,0
41487,No Place Like Home,9780743497282,eng,472,4/1/2006,11,1
41488,Ghost Ship: A Cape Cod Story,9781416935148,eng,32,4/3/2007,4,2
41489,Deck the Halls,9780743418133,eng,292,10/1/2001,2,2
41490,On the Street Where You Live,9780671004538,eng,387,4/1/2002,16,1
41491,Silent Night: The Remarkable Christmas Truce of 1914,9780684866222,eng,256,10/30/2001,16,6
41492,Nighttime Is My Time,9780743412636,eng,434,4/6/2004,15,12
41495,Watchfiends and Rack Screams: Works from the Final Period,9781878972187,eng,352,2/1/2004,16,13
41497,Inside My Heart: Choosing to Live with Passion and Purpose,9780785218364,eng,221,9/12/2006,3,1
41502,Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),9780385337496,eng,494,8/28/2007,17,13
41503,How to Stop Worrying and Start Living,9780749307233,eng,293,5/23/1990,5,5
41504,Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),9780321432872,eng,230,3/1/2006,1,1
41505,How to Develop Self-Confidence and Influence People by Public Speaking,9780749305796,eng,256,3/29/1990,17,9
41506,The Autobiography of Andrew Carnegie and the Gospel of Wealth,9780451530387,eng,336,11/7/2006,17,17
41513,Love in the Time of Cholera,9780816147175,eng,551,5/1/1989,12,3
41518,A Fan's Notes,9780679602712,eng,425,8/5/1997,4,2
41536,My Soul to Keep (African Immortals  #1),9780061053665,eng,346,4/8/1998,15,2
41537,Joplin's Ghost,9780743449045,eng,496,9/19/2006,10,5
41538,The Living Blood (African Immortals  #2),9780671040840,en-US,515,1/1/2002,13,10
41539,The Good House,9780743296168,eng,597,12/1/2006,10,3
41541,The Prestige,9780765356178,eng,368,10/3/2006,8,6
41544,The Mammoth Book of Storms  Shipwrecks and Sea Disasters,9780786714681,eng,512,10/4/2004,12,10
41551,The Stones of Summer,9781585675173,eng,586,2/24/2004,15,4
41555,The Summer House,9780553580839,eng,352,4/4/2000,2,0
41559,Peek-a-Boo! (Babyfaces),9780590058964,eng,12,10/1/1997,7,5
41567,The Handmaid's Tale,9780771008740,eng,368,9/19/2006,20,18
41573,The BFG: A Set of Plays,9780142407929,eng,128,2/1/2007,8,3
41576,Science Notebooks: Writing about Inquiry,9780325005683,eng,112,7/2/2003,2,0
41590,Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),9781578066100,eng,247,2/20/2004,10,3
41592,The Economics of Innocent Fraud: Truth for Our Time,9780618013241,en-US,62,4/26/2004,14,1
41595,Robin Williams Web Design Workshop,9780201748673,eng,384,8/4/2001,16,15
41602,The Non-Designer's Web Book,9780321303370,en-US,335,9/26/2005,9,1
41611,Hard Drive: Bill Gates and the Making of the Microsoft Empire,9780887306297,en-US,426,3/26/1993,4,1
41639,Bill Gates: Computer Legend (Famous Lives),9780739844328,eng,48,11/1/2001,11,11
41648,Chicken Trek,9780553157161,eng,128,7/1/1989,18,14
41649,Make Four Million Dollars by Next Thursday!,9780440413707,eng,87,7/8/1996,17,1
41651,Slim Down Camp,9780553233506,eng,176,12/1/1986,7,3
41652,The Boy Who Turned Into a TV Set,9780380620005,eng,10,2/1/1984,6,1
41654,Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,9780684854731,eng,368,6/7/1999,10,1
41658,The Devil in the Junior League,9780312354954,eng,336,8/22/2006,7,1
41659,Prom Anonymous,9780142407455,eng,262,2/15/2007,14,8
41661,The New Rules of High School,9780142402429,en-US,224,9/9/2004,20,10
41662,Cool Girl,9783407788191,ger,298,12/1/2000,3,3
41663,They Came from Below,9780765314239,eng,299,6/26/2007,12,1
41664,User,9780970481719,eng,255,7/15/2003,13,9
41665,Exile,9780684838380,en-US,288,6/11/1997,14,9
41666,Girl (Girl  #1),9780671897079,en-US,252,9/13/1994,5,0
41667,My Side of the Mountain (Mountain  #1),9780142401118,eng,192,4/12/2004,17,5
41675,The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,9780486450490,eng,176,6/23/2006,17,13
41681,The Jungle,9781884365300,eng,335,4/1/2003,15,0
41684,The Jungle Books,9780451529756,eng,368,5/3/2005,4,4
41688,Human Croquet,9780312186883,eng,352,11/12/1999,14,7
41689,The Key to Rebecca,9780451207791,eng,352,2/4/2003,8,2
41691,Paper Money,9780330345040,eng,286,3/1/1996,3,1
41693,Skeleton Coast (Oregon Files  #4),9780425211892,eng,373,10/3/2006,20,18
41694,Dragon (Dirk Pitt  #10),9781416537809,en-US,602,10/31/2006,6,1
41695,Dark Watch (Oregon Files  #3),9780425205594,eng,357,10/31/2005,2,1
41696,Black Wind (Dirk Pitt  #18),9780425204238,eng,639,6/6/2006,13,8
41697,Cyclops (Dirk Pitt  #8),9780671704643,eng,473,12/1/1986,20,18
41698,Deep Six (Dirk Pitt  #7),9781416516859,en-US,535,1/1/2006,12,10
41699,Polar Shift (NUMA Files  #6),9780141017723,eng,504,8/30/2005,20,8
41700,Vixen 03 (Dirk Pitt  #5),9780553589443,eng,384,7/25/2006,10,3
41701,The Mediterranean Caper (Dirk Pitt  #2),9780425197394,eng,391,4/6/2004,7,0
41702,The Navigator (NUMA Files  #7),9780399154195,en-US,437,6/5/2007,5,3
41703,Golden Buddha (Oregon Files  #1),9780141010311,eng,527,3/24/2005,17,7
41704,Shock Wave (Dirk Pitt  #13),9780743449670,eng,537,1/1/1996,9,8
41706,Raise the Titanic! (Dirk Pitt  #4),9780425194522,eng,545,2/3/2004,16,1
41707,Atlantis Found (Dirk Pitt  #15),9780425204030,eng,530,10/26/2004,13,8
41708,Muerte Blanca,9780307343260,spa,421,9/6/2005,19,14
41710,Iceberg (Dirk Pitt  #3),9780425197387,eng,340,3/2/2004,12,1
41711,Fire Ice (NUMA Files  #3),9780399148729,en-US,434,6/3/2002,1,1
41712,Lost City (NUMA Files  #5),9780425204191,en-US,515,7/26/2005,18,14
41713,The Sea Hunters II (The Sea Hunters  #2),9780425193723,en-US,464,12/30/2003,18,8
41714,The Sea Hunters (The Sea Hunters #1),9780743480697,en-US,432,9/1/2003,5,2
41715,La Ciudad Perdida (NUMA Files  #5),9780307376640,spa,432,11/7/2006,8,8
41716,Sahara (Dirk Pitt  #11),9780307209610,spa,400,1/11/2005,2,2
41717,Clive Cussler and Dirk Pitt Revealed,9780671026226,eng,544,10/1/1998,3,0
41719,Cliffs Notes on Billy Budd & Typee,9780764539503,eng,80,1/24/2003,1,0
41735,Billy Budd  Sailor,9780140621754,eng,96,10/24/1995,18,17
41740,Billy Budd  Sailor,9781417647118,eng,127,3/1/1999,17,2
